sim,RF,8.625
smote,nb,9.71875
ens,bbag_NB,10.03125
sim,LR,10.5
smote,lr,10.59375
rus,nb,10.65625
tomek,knn,11.0
ens,rboost_DT,11.1875
wilson,rf,11.3125
tomek,rf,11.40625
tomek,nb,11.9375
wilson,nb,12.0625
rus,rf,12.0625
wilson,knn,12.125
tomek,lr,12.375
smote,knn,12.53125
rus,knn,12.59375
wilson,lr,12.65625
rus,lr,14.34375
ens,rboost_NB,16.4375
tomek,dt,18.125
wilson,dt,18.625
rus,dt,18.6875
smote,rf,18.6875
smote,dt,21.0625
ens,bbag_DT,21.65625
