tomek,nb,6.71875
smote,nb,7.75
ens,bbag_NB,8.0625
wilson,nb,8.09375
wilson,lr,8.53125
wilson,rf,8.625
rus,nb,8.6875
rus,rf,11.125
ens,bbag_DT,11.25
ens,rboost_NB,11.90625
smote,rf,12.40625
smote,lr,12.6875
wilson,knn,12.8125
rus,lr,13.28125
ens,rboost_DT,14.0625
tomek,lr,14.34375
tomek,rf,14.59375
sim,RF,15.1875
tomek,knn,15.59375
sim,LR,15.8125
rus,knn,16.5
wilson,dt,17.3125
smote,knn,18.1875
tomek,dt,21.53125
rus,dt,22.5625
smote,dt,23.375
