clf,3,3,5,5,7,7,9,9,11,11,13,13,15,15,17,17,19,19,21,21,23,23,25,25,27,27,29,29,None,None
metric,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score
activemq-5.8.0.csv,0.22070052090455541,0.3035801690331735,0.22810330727502137,0.2660100374886245,0.2330694096313418,0.2512219586977727,0.23108873850006692,0.2651619692836448,0.19632779966328437,0.22844115820178348,0.19827720289220807,0.23105898337333247,0.20681380038979472,0.24767316128408767,0.20804353409590068,0.25136020799925585,0.22424995723421076,0.27651070629590485,0.1861381258086051,0.24994832496454883,0.166934909243842,0.2400017678640996,0.16619723417897708,0.24309031683751997,0.16006232563864595,0.23665373903693507,0.19489474254096387,0.2690861003550857,0.18079275823728905,0.25766607861799085
groovy-1_6_BETA_1.csv,0.2777632092629929,0.37339016338870146,0.36944468113677714,0.3907769643524545,0.31505162130276365,0.36979844536740847,0.26897786382396505,0.33629755898901514,0.27469192503517276,0.3567777542389127,0.2916806326080757,0.3784548432796395,0.29915068542564605,0.3978011700038802,0.28095479772397725,0.3684193776772086,0.25230972117109207,0.34342308061708243,0.32348787202830637,0.40313539184113706,0.25306539310058956,0.34898887212252017,0.27141349838266104,0.3674610370133157,0.2785757729864316,0.3662918349749512,0.29762659230434796,0.3904764088828478,0.2670614975283006,0.34918707756079453
activemq-5.3.0.csv,0.23169931917149272,0.399706274461063,0.25771689423992805,0.3869436221267389,0.2669482820238787,0.34792633173876536,0.2841270264760931,0.33096187300671615,0.2682780840890549,0.3286218019466021,0.2404905344865324,0.33648648020794086,0.26559792926802256,0.3783424952073956,0.2618255780354569,0.3785291275125219,0.2562701975529012,0.3721887018582145,0.24202224639802059,0.35865763595380884,0.2598726959521138,0.3744690284509014,0.25216120192889857,0.36978136065844736,0.25825047351627395,0.3744425868766802,0.2728384704252051,0.38937413378757746,0.23538730782900844,0.35157631101488623
wicket-1.3.0-incubating-beta-1.csv,0.3163657385600477,0.35919191252052357,0.29099693935012544,0.28505545862329157,0.29954818631117397,0.3503145919344338,0.26309494861824284,0.31825302633278396,0.2813439945984518,0.35127546450686103,0.258452477752768,0.3538259854226462,0.2639831661615654,0.3661527647353418,0.22471508886908356,0.340258668958397,0.26254962858922826,0.382614260493008,0.23740765137955905,0.3703592824613598,0.21455847770373213,0.35348089515920394,0.2367854085304544,0.37503157081284594,0.24755575077379302,0.38217415189382015,0.2590979540300731,0.3959708610260985,0.24467446113407937,0.3795282273075982
jruby-1.1.csv,0.5321228706117856,0.6374173447938828,0.409249964947764,0.43194967300267084,0.3754124776291948,0.40395272486852657,0.3716034563321375,0.4957568370619985,0.36294061182585985,0.49346352491370077,0.3654394307498265,0.5086987147109865,0.376282603339175,0.5177642199803446,0.32585291346318673,0.47897457890818707,0.34329675005171084,0.4948344529333169,0.3764723926201652,0.5159485169409961,0.35884517819066447,0.5056006988493055,0.3850435299310274,0.526173295182477,0.33068366985630193,0.4763977639923705,0.38419918814205317,0.5248074614950932,0.3445840755293572,0.4941649399905598
jruby-1.4.0.csv,0.42625958135243,0.5275679672153895,0.329935039846806,0.4348680021106191,0.32275360080561255,0.4352685407981391,0.2836931594188041,0.4248578160450762,0.2747023052078796,0.4597411517479315,0.2979456119750684,0.47955902205911766,0.26821915982191774,0.459758235514983,0.26693571212882844,0.46083941084210095,0.2690718274634802,0.4680215095282276,0.2617809586574713,0.46018215406582325,0.29636870361497686,0.4848624787166379,0.271494957239342,0.4692259215202823,0.2784107471032532,0.47170534153650473,0.2746737809497208,0.47132874196521807,0.2682318254288322,0.46408565895318665
lucene-2.3.0.csv,0.5110208932265159,0.6271240513214902,0.4586515255005888,0.5513517063559801,0.4656857792173713,0.5261330204314524,0.41092568610851266,0.5416182676383684,0.382222296077643,0.5259305456727407,0.37195185711360756,0.5450823898029423,0.3656461561941616,0.5576595373288723,0.395169928147935,0.5900461895275931,0.3667466712315552,0.5718171464697863,0.3924491186695551,0.5884252132178672,0.37873233305709897,0.5798524654659066,0.35692724623725947,0.5643994375703868,0.36678840403419627,0.5722690818924687,0.39005405012627636,0.5890874859717595,0.36906723529541874,0.57329196105388
hbase-0.95.2.csv,0.16539061526883334,0.5099481627694796,0.15411513015102146,0.4019713033603733,0.12451270747395303,0.38102803762272053,0.12368580390546043,0.38377134384620865,0.13873630349127916,0.4038752613696374,0.14143607934389746,0.40526822591487294,0.12147656575667823,0.39727280616947785,0.12814675348263918,0.4048713364303056,0.10810583199741536,0.39267122965711215,0.12482607414320522,0.40398166408577496,0.14663957394534027,0.4259425933961541,0.11739600769441813,0.4001067080997357,0.12280261993480475,0.40793538911175686,0.1323651698205707,0.4147431950643751,0.10452554785162223,0.3863475272497163
