imb,ENN,ENN,ENN,ENN,ENN,ENN,ENN,ENN,SmoteEnc,SmoteEnc,SmoteEnc,SmoteEnc,SmoteEnc,SmoteEnc,SmoteEnc,SmoteEnc,IHThreshold,IHThreshold,IHThreshold,IHThreshold,IHThreshold,IHThreshold,IHThreshold,IHThreshold
clf,AdaNB,AdaNB,BagNB,BagNB,AdaDT,AdaDT,BagDT,BagDT,AdaNB,AdaNB,BagNB,BagNB,AdaDT,AdaDT,BagDT,BagDT,AdaNB,AdaNB,BagNB,BagNB,AdaDT,AdaDT,BagDT,BagDT
metric,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score
jruby-1.7.0.preview1.csv,,,0.2984337091147714,0.40399850539564425,,,0.33403346788203725,0.3262930814011453,,,0.29138677451255923,0.42498177068185755,,,0.3233043407312556,0.32428013314227905,,,0.27086653122231674,0.48763318447645326,,,0.27420051024828246,0.3723035583196569
hive-0.10.0.csv,,,0.4001115903294167,0.44235148681645853,,,0.15287662363296267,0.3614619330004986,,,0.4237521913532734,0.46762799624034257,,,0.28800892184482835,0.39269045401683883,,,0.4146725012523739,0.5045746416995945,,,0.3278090599824097,0.38800082378911893
camel-2.10.0.csv,,,0.26002864673809095,0.33944923136850225,,,0.1658845386789032,0.17107836615149946,,,0.24149897463134035,0.3695260842897438,,,0.24217181593462592,0.1866038731590251,,,0.21445637841276594,0.4148688232978839,,,0.27330443140204846,0.2321192802058473
derby-10.2.1.6.csv,,,0.43157413474122996,0.6882596665950571,,,0.1935431386419243,0.6438526223534218,,,0.44279058962026,0.6873485625597984,,,0.32930763061148893,0.6439534058504602,,,0.46664159002085415,0.7125681139535294,,,0.43432893518755344,0.6785005181266203
jruby-1.5.0.csv,,,0.33967769265760134,0.5041014315400938,,,0.3553620968764851,0.4065183426831512,,,0.3300674778305181,0.508929349773152,,,0.3381837291686226,0.4266682649575021,,,0.2846203952534184,0.5277860574176098,,,0.23711739379873,0.4563311574960485
derby-10.3.1.4.csv,,,0.3824401684662144,0.6388653873235208,,,0.17941249642964574,0.5851691101914527,,,0.4041240135907841,0.6412691777452699,,,0.31043451448547865,0.6281100801137314,,,0.40213616464374385,0.6447542375498745,,,0.4091013063382983,0.6392955296269134
lucene-2.9.0.csv,,,0.3187808495485803,0.45214504635235075,,,0.3289990019377265,0.42440344254576284,,,0.3193178736712592,0.44685894250526187,,,0.3539941841065295,0.42619394689134216,,,0.28406396967667813,0.495628451739229,,,0.31654594385566864,0.459004346112508
hbase-0.94.0.csv,,,0.36794381625574196,0.5344770231439178,,,0.26519611431408496,0.5107940558662333,,,0.38808545887693274,0.5529398687289142,,,0.35351383822349086,0.5339128004353503,,,0.40456829130279265,0.5319225599831784,,,0.3970430605371831,0.542255967709194
camel-1.4.0.csv,,,0.3094416215779443,0.49831015161764486,,,0.3017213703688009,0.46158463155969454,,,0.3155801847277196,0.5028681664837229,,,0.3210470694679505,0.44175301819266827,,,0.3240697757184399,0.5064135666597979,,,0.28320480165596246,0.46637555748108345
activemq-5.1.0.csv,,,0.3148353213841574,0.41595246571017597,,,0.32863892511598675,0.37424325594770547,,,0.3185072133806619,0.4223502863585843,,,0.35335828392739554,0.3789094243544883,,,0.2869166234453183,0.4743250065246662,,,0.29299946243334307,0.38544841826070486
activemq-5.0.0.csv,,,0.4452810618867217,0.5760644933889247,,,0.19480127667521455,0.519773289624197,,,0.4269140337623701,0.5700707017179255,,,0.3882664750225645,0.5581768332830356,,,0.430336834255124,0.5856859298576971,,,0.4706995648362165,0.5813544123318588
derby-10.5.1.1.csv,,,0.38706217569837675,0.5072807013443212,,,0.284697909572223,0.4536208415953478,,,0.37932616585091206,0.5017895439631267,,,0.32695082385674723,0.45212108566687775,,,0.3521366110207848,0.5226847016019143,,,0.37837948359622575,0.48260454495667
wicket-1.3.0-beta2.csv,,,0.30237735376392866,0.40703162920681646,,,0.26007929795946916,0.2881058691958982,,,0.2946213587186889,0.4263886196197352,,,0.2694379972311946,0.28635519023008565,,,0.25034979137653984,0.48243805199817685,,,0.20586429168938408,0.35394583503958527
hive-0.12.0.csv,,,0.1673750179340586,0.18596877048769503,,,0.05507540782227362,0.15655898606381616,,,0.18348905068132912,0.18459575286531874,,,0.051112476613209515,0.18614850483942685,,,0.17233142551409805,0.20340510931880512,,,0.1310303168168234,0.1905200887252157
hive-0.9.0.csv,,,0.46324334814982626,0.605116446486706,,,0.24318511562979098,0.5254623584617859,,,0.4555960042946047,0.6018301762172344,,,0.3202382004989647,0.5413719083738522,,,0.43801578231165983,0.6088489028440506,,,0.4134512653541636,0.579851828156401
