imb,ENN,ENN,ENN,ENN,ENN,ENN,ENN,ENN,ENN,ENN,ENN,ENN,SmoteEnc,SmoteEnc,SmoteEnc,SmoteEnc,SmoteEnc,SmoteEnc,SmoteEnc,SmoteEnc,SmoteEnc,SmoteEnc,SmoteEnc,SmoteEnc,IHThreshold,IHThreshold,IHThreshold,IHThreshold,IHThreshold,IHThreshold,IHThreshold,IHThreshold,IHThreshold,IHThreshold,IHThreshold,IHThreshold
clf,dt,dt,lr,lr,nb,nb,svm,svm,knn,knn,rf,rf,dt,dt,lr,lr,nb,nb,svm,svm,knn,knn,rf,rf,dt,dt,lr,lr,nb,nb,svm,svm,knn,knn,rf,rf
metric,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score
activemq-5.8.0.csv,0.19866851996328616,0.2612792609615981,0.2453989584922552,0.32838797358443633,0.2956563692444757,0.3918307795797862,0.281267436781601,0.2816848351257425,0.23277683607236346,0.26722762386334176,0.29557655990218346,0.33173542500214204,0.19583084541919116,0.30743089017983194,0.24985842078165,0.3003262362363523,0.2868438480207192,0.43049447164325705,0.2406962752177429,0.1750803304292317,0.2127352006003676,0.3589124713515676,0.253842690819392,0.2749244063825215,0.2400453320131804,0.494469825618584,0.2495364557006545,0.31101145144808995,0.2545496516790682,0.4960402884836032,0.26058012327756896,0.1915934599277188,0.2437594725303172,0.39514989415429935,0.2578506904079185,0.2902305599102428
groovy-1_6_BETA_1.csv,0.3106782248992052,0.4385674482907551,0.41643171839632176,0.40060757853241546,0.23438817459160424,0.3953363225726649,0.3923277887189069,0.4214503593580996,0.4056225292781164,0.4260465558945023,0.4732748957284453,0.4871519587818726,0.2925598827336416,0.4731550153248648,0.3098013133614952,0.330138359521402,0.2600071432968457,0.398844729043008,0.3134471380721368,0.3053170002094396,0.2478212509748161,0.5016192099685385,0.3730661128859352,0.4468282262956961,0.20844536734805336,0.5132594673210846,0.2716703598034552,0.3685713668624775,0.24816017242717936,0.5088533686767337,0.274446714577878,0.3005831062895785,0.2929193536295131,0.499176531229644,0.2324197801258597,0.4506169492658737
activemq-5.3.0.csv,0.26188905486481384,0.3740490830762999,0.3427088424663378,0.4669040659032757,0.3272479199837932,0.4540961873666265,0.3276225256272733,0.4292542734196419,0.2969033320464889,0.4085104399971337,0.32943211168399705,0.466653509170712,0.3385483488623096,0.4559097228897922,0.36910435418214105,0.4711272689270514,0.32715810919692045,0.4744592050759037,0.36422087456672736,0.4279387380689469,0.31651398568213823,0.4708479845163859,0.39068174093442537,0.4486912065045697,0.2952997174309443,0.4965461145056387,0.34743732266579663,0.4820405562296181,0.30240532597304537,0.5200527788219189,0.32202936350741324,0.4115411490734984,0.3338652471459107,0.4687877580780496,0.30425238363423285,0.4148811406271963
wicket-1.3.0-incubating-beta-1.csv,0.2432945609462202,0.3914296520290284,0.30720751536874114,0.40423096163424577,0.3196601564676222,0.4597645530600117,0.3356122391223324,0.3634060512394529,0.2734243488943984,0.33047720850458995,0.3090201102331258,0.3078873645933833,0.2196390551814788,0.4527515499215566,0.2279568322625372,0.4219354871329657,0.2965830424120394,0.4853670875089511,0.22456402775930231,0.2371355687806921,0.1990970137589175,0.4447574307967805,0.2700882782117355,0.3428193105433353,0.1654710605591805,0.5148170728058928,0.1795223952714037,0.4076931015427194,0.2107277060855666,0.5207929786268788,0.1832974865415709,0.2580299698890458,0.20647411397955276,0.4914350244165764,0.18089915496889286,0.4568067366497571
jruby-1.1.csv,0.3553076384016664,0.5266989575121976,0.4486883969840685,0.5913842097806383,0.38052938286403865,0.6026511528114732,0.5088665063946118,0.5942514021435956,0.4284932915411833,0.6255201705508335,0.4664139019062338,0.6379130954066735,0.351741260555299,0.5553879356599282,0.3547830251350223,0.5650480534125083,0.3672609209224749,0.570761772363478,0.3568504258597829,0.410244150427367,0.30818989377438755,0.5729583428595514,0.4040021138505212,0.5775801114443192,0.2628219910677261,0.5643395845296653,0.2718291272843074,0.5748491926360993,0.3009685483270529,0.5761136941744643,0.2796773417051454,0.3185618770898379,0.2782732346585566,0.5867227678044871,0.2701773527092916,0.5897900041484417
jruby-1.4.0.csv,0.3518452568179898,0.5359230652228447,0.4638704472927669,0.6008015786932658,0.4322085552842627,0.5919912875891675,0.4437742071107992,0.5789385985891822,0.3989922541640412,0.5601183487383596,0.43211361230001066,0.5904856865789554,0.31795115376327504,0.5468732324894938,0.3358852217391403,0.573029455807831,0.4101520821136598,0.6039680132450305,0.3122919250345161,0.42135646167274265,0.3061778324936404,0.5538902955941845,0.3732713834014307,0.5833418105275547,0.25034440210399816,0.5846993868632233,0.2569766218212663,0.5687010756920611,0.28198416188196485,0.5884634521995683,0.26467286823124603,0.4044927808280752,0.27111953246739606,0.5806295424986008,0.24938770210501746,0.5663008912372475
lucene-2.3.0.csv,0.4354246977483781,0.6221569386854836,0.5456857546379024,0.7084523242542241,0.4165641736372483,0.6012646876293717,0.5903052139372253,0.7420475635308589,0.5565797258221168,0.7036161374520716,0.5800713266229629,0.7606736226906757,0.41200349318156265,0.6315200119230654,0.4601705405074105,0.6692982289381492,0.4413968468178153,0.6292252964115795,0.4437784578510239,0.6847312677657823,0.4194501191144387,0.6748817534979298,0.5481615479518781,0.7266322197654973,0.31565425569888794,0.6174395581033919,0.3900923045429758,0.6475276562880913,0.3786929697154736,0.6523539469106682,0.39093452372356063,0.6512649346228377,0.4585556304090899,0.6897087196109132,0.3621635095628908,0.6750342569090907
hbase-0.95.2.csv,0.11896486442618642,0.39822244825636893,0.16033502674291786,0.4557621664851675,0.3096321309342542,0.5098494614333369,0.1839165503604417,0.3936035615763864,0.15634501910325171,0.4071859969005754,0.18120280190099386,0.44973812512252864,0.1707781487640607,0.4508949158215561,0.19086692746715891,0.4191844658326847,0.3181512022282949,0.524651227220851,0.1866690372726548,0.41082754809552346,0.17825167499246786,0.462573731707523,0.2247734888708942,0.4747485462579878,0.19366973793805733,0.5415723694618249,0.2703237122821593,0.4521866210344183,0.314489411361706,0.5714104842781795,0.282273604823422,0.4712694764039581,0.2275761167373092,0.5007319201930094,0.2538930832345132,0.5047156232628889
